player_id,player_name,age,birth_year,nation,position,position_group,squad,competition,market_value_eur,Min,90s,Gls_per90,Ast_per90,xG_per90,xAG_per90,PrgC_per90,PrgP_per90,PrgR_per90,Sh_per90,SoT_per90,KP_per90,PPA_per90,Tkl_per90,Int_per90,Blocks_per90,Touches_per90,Carries_per90
192169,Jonas Föhrenbach,28.0,1996,de GER,DF,DF,Heidenheim,de Bundesliga,1500000,1832.0,20.4,0.0,0.04901960784313726,0.014705882352941176,0.06372549019607844,1.7647058823529413,2.8921568627450984,2.450980392156863,0.3921568627450981,0.04901960784313726,0.6862745098039216,0.7352941176470589,2.2058823529411766,0.7843137254901962,1.8137254901960786,54.50980392156863,25.539215686274513
127142,Jonas Martin,34.0,1990,fr FRA,MF,MF,Brest,fr Ligue 1,600000,496.0,5.5,0.18181818181818182,0.0,0.07272727272727274,0.05454545454545454,1.4545454545454546,3.8181818181818183,1.6363636363636365,0.5454545454545454,0.18181818181818182,0.5454545454545454,0.5454545454545454,2.3636363636363638,1.4545454545454546,1.0909090909090908,67.0909090909091,30.727272727272727
247915,Jonas Omlin,30.0,1994,ch SUI,GK,GK,Gladbach,de Bundesliga,2500000,978.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.908256880733944,32.38532110091743
607720,Jonas Urbig,20.0,2003,de GER,GK,GK,Bayern Munich,de Bundesliga,2000000,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,38.75,25.125
391004,Jonas Wind,25.0,1999,dk DEN,"FW,MF",FW,Wolfsburg,de Bundesliga,12000000,1966.0,21.8,0.4128440366972477,0.13761467889908258,0.26146788990825687,0.1926605504587156,0.7798165137614679,4.587155963302752,4.311926605504587,1.7431192660550459,0.5045871559633027,1.5596330275229358,1.1009174311926606,0.4587155963302752,0.27522935779816515,0.9174311926605504,37.15596330275229,20.642201834862384
292818,Jonathan Bamba,28.0,1996,ci CIV,"FW,MF",FW,Celta Vigo,es La Liga,9000000,811.0,9.0,0.0,0.1111111111111111,0.08888888888888889,0.2,3.4444444444444446,3.3333333333333335,7.888888888888889,1.4444444444444444,0.6666666666666666,1.3333333333333333,1.4444444444444444,1.3333333333333333,0.5555555555555556,1.3333333333333333,52.0,34.111111111111114
333647,Jonathan Burkardt,24.0,2000,de GER,FW,FW,Mainz 05,de Bundesliga,35000000,2109.0,23.4,0.7692307692307693,0.08547008547008547,0.6324786324786326,0.13247863247863248,1.3675213675213675,1.794871794871795,6.7094017094017095,2.9914529914529915,1.1965811965811965,0.8547008547008548,0.6837606837606838,0.6410256410256411,0.042735042735042736,1.0256410256410258,33.675213675213676,19.102564102564102
175639,Jonathan Clauss,31.0,1992,fr FRA,"DF,MF",DF,Nice,fr Ligue 1,5000000,2303.0,25.6,0.1171875,0.3125,0.0859375,0.30078125,2.0703125,4.1015625,6.25,1.015625,0.3125,2.1484375,1.8359375,2.03125,1.875,1.40625,65.4296875,29.1796875
533738,Jonathan David,24.0,2000,ca CAN,FW,FW,Lille,fr Ligue 1,45000000,2554.0,28.4,0.5633802816901409,0.17605633802816903,0.5704225352112676,0.15492957746478875,1.4084507042253522,2.2887323943661975,6.47887323943662,2.323943661971831,0.9859154929577465,1.267605633802817,0.9154929577464789,0.8450704225352114,0.24647887323943662,0.8450704225352114,33.521126760563384,18.23943661971831
126557,Jonathan Gradit,31.0,1992,fr FRA,DF,DF,Lens,fr Ligue 1,4500000,2112.0,23.5,0.0,0.0,0.03404255319148936,0.02978723404255319,0.7659574468085106,5.404255319148936,0.1702127659574468,0.6808510638297872,0.1702127659574468,0.46808510638297873,0.425531914893617,1.872340425531915,1.0638297872340425,0.46808510638297873,67.82978723404256,36.808510638297875
