season,fbref_player,age,birth_year,nation,position,squad,competition,player_id,tm_match_method,tm_match_score,source_file
2023_2024,Alberto Risco,17.0,2005,ESP,MF,Getafe,Liga,1255616,exact_name_birth_year,100,warehouse_2023
2023_2024,Gorka Rivera Alonso,18.0,2004,ESP,DF,Getafe,Liga,,none,77,warehouse_2023
2023_2024,Rodri,23.0,2000,ESP,"FW,MF",Betis,Liga,,none,59,warehouse_2023
2023_2024,Óscar Rodríguez Arnaiz,25.0,1998,ESP,"MF,FW",Getafe,Liga,,none,81,warehouse_2023
2023_2024,Javier Rueda Garcia,21.0,2002,ESP,"MF,DF",Celta Vigo,Liga,,none,69,warehouse_2023
2023_2024,Fabián Ruiz Peña,27.0,1996,ESP,MF,Paris S-G,Ligue 1,,none,81,warehouse_2023
2023_2024,Salvi,32.0,1991,ESP,MF,Rayo Vallecano,Liga,,none,60,warehouse_2023
2023_2024,Jesús Santiago,19.0,2004,ESP,MF,Getafe,Liga,,none,77,warehouse_2023
2023_2024,Paco Sanz,18.0,2004,ESP,DF,Almería,Liga,1064116,exact_name_birth_year,100,warehouse_2023
2023_2024,Leo Skiri Østigård,23.0,1999,NOR,DF,Napoli,Serie A,,none,79,warehouse_2023
2023_2024,Łukasz Skorupski,32.0,1991,POL,GK,Bologna,Serie A,,none,58,warehouse_2023
2023_2024,Max Svensson,,,ESP,FW,Osasuna,Liga,,none,,warehouse_2023
2023_2024,Przemysław Szymiński,29.0,1994,POL,MF,Frosinone,Serie A,,none,85,warehouse_2023
2023_2024,José Luis García Vayá,24.0,1998,ESP,MF,Valencia,Liga,,none,63,warehouse_2023
2023_2024,Gabriel Veiga,21.0,2002,ESP,FW,Celta Vigo,Liga,906749,fuzzy_name_birth_year,96,warehouse_2023
2023_2024,Xeber,26.0,1997,ESP,"FW,MF",Alavés,Liga,,none,59,warehouse_2023
2023_2024,Marco Pellegrino,,,,DF,Salernitana,Serie A,,none,,warehouse_2023
2023_2024,Marco Pellegrino,,,,DF,Milan,Serie A,,none,,warehouse_2023
2023_2024,Elba Rashani,30.0,1993,KVX,"MF,FW",Clermont Foot,Ligue 1,,none,89,warehouse_2023
2024_2025,Rodrigo Abajas,21.0,2003,es ESP,DF,Valencia,La Liga,,none,78,players_data-2024_2025.csv
2024_2025,Keyliane Abdallah,18.0,2006,fr FRA,FW,Marseille,Ligue 1,1183719,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Abel,23.0,2000,es ESP,DF,Osasuna,La Liga,,none,67,players_data-2024_2025.csv
2024_2025,Adrián,37.0,1987,es ESP,GK,Betis,La Liga,,none,67,players_data-2024_2025.csv
2024_2025,Oladapo Afolayan,26.0,1998,eng ENG,"FW,MF",St. Pauli,Bundesliga,,none,56,players_data-2024_2025.csv
2024_2025,Lorenzo Aguado,21.0,2002,es ESP,DF,Real Madrid,La Liga,709997,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Honest Ahanor,16.0,2008,it ITA,"DF,MF",Genoa,Serie A,1077175,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Erik Ahlstrand,22.0,2001,se SWE,"FW,MF",St. Pauli,Bundesliga,501049,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Ayman Aiki,19.0,2005,fr FRA,"FW,MF",Saint-Étienne,Ligue 1,986261,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,David Akpan Ankeye,22.0,2002,ng NGA,"FW,MF",Genoa,Serie A,,none,80,players_data-2024_2025.csv
2024_2025,Ben Alexander Voll,23.0,2000,de GER,GK,St. Pauli,Bundesliga,,none,71,players_data-2024_2025.csv
2024_2025,Alfon,25.0,1999,es ESP,"FW,MF",Celta Vigo,La Liga,,none,67,players_data-2024_2025.csv
2024_2025,Domingos André Ribeiro Almeida,24.0,2000,pt POR,"MF,FW",Valencia,La Liga,,none,60,players_data-2024_2025.csv
2024_2025,Olabade Aluko,,,,DF,Leicester City,Premier League,,none,,players_data-2024_2025.csv
2024_2025,Will Alves,19.0,2005,eng ENG,FW,Leicester City,Premier League,867711,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Amath,28.0,1996,sn SEN,"FW,DF",Valladolid,La Liga,,none,62,players_data-2024_2025.csv
2024_2025,Michael Amir Murillo,28.0,1996,pa PAN,DF,Marseille,Ligue 1,,none,75,players_data-2024_2025.csv
2024_2025,Mathis Amougou,18.0,2006,fr FRA,MF,Chelsea,Premier League,1010854,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Mathis Amougou,18.0,2006,fr FRA,MF,Saint-Étienne,Ligue 1,1010854,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Lorenzo Anghelè,19.0,2005,it ITA,FW,Juventus,Serie A,925848,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Faustino Anjorin,22.0,2001,eng ENG,MF,Empoli,Serie A,,none,86,players_data-2024_2025.csv
2024_2025,Leandro Antonetti,21.0,2003,pr PUR,FW,Sevilla,La Liga,892926,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Antoniu,21.0,2002,es ESP,"FW,MF",Espanyol,La Liga,,none,86,players_data-2024_2025.csv
2024_2025,José Arnaiz,29.0,1995,es ESP,"FW,MF",Osasuna,La Liga,,none,76,players_data-2024_2025.csv
2024_2025,Jann-Fiete Arp,24.0,2000,de GER,"FW,MF",Holstein Kiel,Bundesliga,,none,78,players_data-2024_2025.csv
2024_2025,Sergio Arribas,21.0,2003,es ESP,DF,Betis,La Liga,722351,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Raúl Asencio,21.0,2003,es ESP,DF,Real Madrid,La Liga,935245,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Dehmaine Assoumani,19.0,2005,fr FRA,"MF,FW",Nantes,Ligue 1,,none,55,players_data-2024_2025.csv
2024_2025,Valentin Atangana Edoa,18.0,2005,fr FRA,MF,Reims,Ligue 1,,none,87,players_data-2024_2025.csv
2024_2025,Yann Aurel Bisseck,23.0,2000,de GER,DF,Inter,Serie A,,none,80,players_data-2024_2025.csv
2024_2025,Ezequiel Ávila,30.0,1994,ar ARG,FW,Betis,La Liga,,none,69,players_data-2024_2025.csv
2024_2025,Jacopo Bacci,19.0,2005,it ITA,MF,Empoli,Serie A,960941,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Aliou Badara Baldé,21.0,2002,gn GUI,"MF,FW",Bochum,Bundesliga,,none,76,players_data-2024_2025.csv
2024_2025,Juma Bah,18.0,2006,sl SLE,DF,Valladolid,La Liga,1121298,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Juma Bah,18.0,2006,sl SLE,DF,Lens,Ligue 1,1121298,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Darryl Bakola,16.0,2007,fr FRA,"DF,MF",Marseille,Ligue 1,1170286,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Mohamed Bamba,19.0,2004,ci CIV,MF,Reims,Ligue 1,1178475,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Daniel Bandeira,24.0,2000,pt POR,MF,Hellas Verona,Serie A,,none,73,players_data-2024_2025.csv
2024_2025,Adrian Baquerin,17.0,2007,es ESP,FW,Valladolid,La Liga,,none,71,players_data-2024_2025.csv
2024_2025,Téo Barisic,19.0,2004,fr FRA,DF,Lyon,Ligue 1,979773,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Thierno Barry,21.0,2002,fr FRA,FW,Villarreal,La Liga,937941,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Rafael Bauza,19.0,2005,es ESP,MF,Espanyol,La Liga,1178721,fuzzy_name_birth_year,96,players_data-2024_2025.csv
2024_2025,Hannes Behrens,,,de GER,DF,Hoffenheim,Bundesliga,,none,,players_data-2024_2025.csv
2024_2025,Carlos Benavídez,26.0,1998,uy URU,MF,Alavés,La Liga,,none,64,players_data-2024_2025.csv
2024_2025,Marc Bernal,17.0,2007,es ESP,MF,Barcelona,La Liga,1018920,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Victor Bernth Kristiansen,21.0,2002,dk DEN,DF,Leicester City,Premier League,,none,87,players_data-2024_2025.csv
2024_2025,Jan-Niklas Beste,25.0,1999,de GER,"FW,MF",Freiburg,Bundesliga,,none,86,players_data-2024_2025.csv
2024_2025,Emmanuel Biumla,19.0,2005,fr FRA,DF,Angers,Ligue 1,1071956,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Mathéo Bodmer,20.0,2004,fr FRA,MF,Le Havre,Ligue 1,770438,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Adama Boiro,22.0,2002,es ESP,"DF,FW",Athletic Club,La Liga,710671,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Ange-Yoan Bonny,20.0,2003,fr FRA,FW,Parma,Serie A,827734,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Benjamin Bouchouari,22.0,2001,ma MAR,MF,Saint-Étienne,Ligue 1,783094,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Bilal Brahimi,24.0,2000,dz ALG,MF,Nice,Ligue 1,789094,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Gleison Bremer,27.0,1997,br BRA,DF,Juventus,Serie A,,none,73,players_data-2024_2025.csv
2024_2025,Ben Brereton,25.0,1999,cl CHI,FW,Southampton,Premier League,,none,83,players_data-2024_2025.csv
2024_2025,Emi Buendía,27.0,1996,ar ARG,"MF,FW",Aston Villa,Premier League,,none,81,players_data-2024_2025.csv
2024_2025,Emi Buendía,27.0,1996,ar ARG,MF,Leverkusen,Bundesliga,,none,81,players_data-2024_2025.csv
2024_2025,Endika Buján,21.0,2003,es ESP,FW,Athletic Club,La Liga,1120228,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Rareș-Cătălin Burnete,20.0,2004,ro ROU,FW,Lecce,Serie A,,none,76,players_data-2024_2025.csv
2024_2025,Pau Cabanes,19.0,2005,es ESP,"MF,FW",Villarreal,La Liga,1063553,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Pau Cabanes,19.0,2005,es ESP,"MF,FW",Alavés,La Liga,1063553,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Alessio Cacciamani,17.0,2007,it ITA,"MF,DF",Torino,Serie A,1188619,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Thomas Campaniello,16.0,2008,it ITA,FW,Empoli,Serie A,1058369,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Peio Canales,19.0,2005,es ESP,"MF,FW",Athletic Club,La Liga,1056966,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Gabin Capuano,18.0,2006,fr FRA,FW,Lens,Ligue 1,1179130,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Simon Cara,19.0,2005,fr FRA,"MF,FW",Montpellier,Ligue 1,1017912,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Tiago Cardoso,18.0,2006,lu LUX,GK,Gladbach,Bundesliga,,none,76,players_data-2024_2025.csv
2024_2025,José Carlos González,18.0,2006,es ESP,DF,Las Palmas,La Liga,,none,69,players_data-2024_2025.csv
2024_2025,Carmona,22.0,2002,es ESP,DF,Sevilla,La Liga,,none,67,players_data-2024_2025.csv
2024_2025,Valentín Castellanos,25.0,1998,ar ARG,FW,Lazio,Serie A,,none,78,players_data-2024_2025.csv
2024_2025,Catena,29.0,1994,es ESP,DF,Osasuna,La Liga,,none,60,players_data-2024_2025.csv
2024_2025,Enzo Caumont,20.0,2004,fr FRA,MF,Angers,Ligue 1,743522,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Abdoulie Ceesay,20.0,2004,gm GAM,FW,St. Pauli,Bundesliga,1280281,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Julian Chabot,26.0,1998,de GER,DF,Stuttgart,Bundesliga,,none,77,players_data-2024_2025.csv
2024_2025,Gabriel Charpentier,25.0,1999,cg CGO,FW,Parma,Serie A,660342,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Raúl Chasco,20.0,2003,es ESP,DF,Valladolid,La Liga,834486,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Chema,19.0,2005,es ESP,MF,Real Madrid,La Liga,,none,59,players_data-2024_2025.csv
2024_2025,Théo Chennahi,19.0,2005,fr FRA,DF,Montpellier,Ligue 1,1019950,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Julián Chicco,26.0,1998,ar ARG,"MF,DF",Leganés,La Liga,401583,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Alessandro Circati,20.0,2003,au AUS,DF,Parma,Serie A,867137,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Seydouba Cissé,23.0,2001,gn GUI,MF,Leganés,La Liga,543537,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Yoann Cissé,19.0,2004,fr FRA,MF,Auxerre,Ligue 1,918251,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Florinel Coman,26.0,1998,ro ROU,"FW,MF",Cagliari,Serie A,340982,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Tomás Conechny,26.0,1998,ar ARG,"FW,MF",Alavés,La Liga,401571,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Copete,24.0,1999,es ESP,DF,Mallorca,La Liga,,none,71,players_data-2024_2025.csv
2024_2025,Alberto costa,20.0,2003,pt POR,DF,Juventus,Serie A,877139,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,David Costa,23.0,2001,pt POR,"MF,FW",Lens,Ligue 1,,none,88,players_data-2024_2025.csv
2024_2025,Marius Courcoul,17.0,2007,fr FRA,"MF,DF",Angers,Ligue 1,1075575,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Juan Cruz Armada,32.0,1992,es ESP,DF,Osasuna,La Liga,,none,72,players_data-2024_2025.csv
2024_2025,Cucho,25.0,1999,co COL,FW,Betis,La Liga,,none,67,players_data-2024_2025.csv
2024_2025,Samuel Dahl,24.0,2000,se SWE,"DF,MF",Roma,Serie A,,none,75,players_data-2024_2025.csv
2024_2025,Pape Daouda Diongue,,,sn SEN,"MF,FW",Strasbourg,Ligue 1,,none,,players_data-2024_2025.csv
2024_2025,Juan David Cabal,23.0,2001,co COL,DF,Juventus,Serie A,,none,77,players_data-2024_2025.csv
2024_2025,Leif Davis,24.0,2000,eng ENG,DF,Ipswich Town,Premier League,,none,67,players_data-2024_2025.csv
2024_2025,Amar Dedić,21.0,2002,ba BIH,DF,Marseille,Ligue 1,519184,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Enrico Del Prato,24.0,1999,it ITA,DF,Parma,Serie A,,none,73,players_data-2024_2025.csv
2024_2025,Diego,24.0,2000,es ESP,FW,Leganés,La Liga,,none,67,players_data-2024_2025.csv
2024_2025,Sérigné Diop,19.0,2005,sn SEN,FW,Brest,Ligue 1,,none,64,players_data-2024_2025.csv
2024_2025,Djené,32.0,1991,tg TOG,"DF,MF",Getafe,La Liga,,none,56,players_data-2024_2025.csv
2024_2025,Sergi Dominguez,19.0,2005,es ESP,DF,Barcelona,La Liga,741258,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Douglas,27.0,1997,br BRA,MF,Nantes,Ligue 1,,none,64,players_data-2024_2025.csv
2024_2025,Issa Doumbia,20.0,2003,it ITA,MF,Venezia,Serie A,924349,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Jáder Durán,20.0,2003,co COL,FW,Aston Villa,Premier League,,none,67,players_data-2024_2025.csv
2024_2025,Stefan Džodić,19.0,2005,rs SRB,"DF,MF",Montpellier,Ligue 1,854097,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Adam Dźwigała,28.0,1995,pl POL,"DF,MF",St. Pauli,Bundesliga,,none,85,players_data-2024_2025.csv
2024_2025,Claudio Echeverri,18.0,2006,ar ARG,FW,Manchester City,Premier League,994536,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Pierre Ekwah Elimby,22.0,2002,fr FRA,MF,Saint-Étienne,Ligue 1,,none,77,players_data-2024_2025.csv
2024_2025,Meschak Elia,26.0,1997,cd COD,FW,Nantes,Ligue 1,423678,fuzzy_name_birth_year,96,players_data-2024_2025.csv
2024_2025,Mikael Ellertsson,22.0,2002,is ISL,"DF,MF",Venezia,Serie A,,none,85,players_data-2024_2025.csv
2024_2025,Emanuel Emegha,21.0,2003,nl NED,FW,Strasbourg,Ligue 1,,none,69,players_data-2024_2025.csv
2024_2025,Emerson,25.0,1999,br BRA,DF,Milan,Serie A,687347,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Yunus Emre Konak,18.0,2006,tr TUR,"FW,MF",Brentford,Premier League,,none,81,players_data-2024_2025.csv
2024_2025,Endrick,18.0,2006,br BRA,FW,Real Madrid,La Liga,971570,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Estanis,20.0,2003,es ESP,FW,Bologna,Serie A,,none,64,players_data-2024_2025.csv
2024_2025,Karl Etta,20.0,2003,cm CMR,"MF,FW",Villarreal,La Liga,,none,75,players_data-2024_2025.csv
2024_2025,Jake Evans,,,,FW,Leicester City,Premier League,,none,,players_data-2024_2025.csv
2024_2025,Abdul Fatawu Issahaku,20.0,2004,gh GHA,FW,Leicester City,Premier League,,none,76,players_data-2024_2025.csv
2024_2025,Pelayo Fernandez,21.0,2003,es ESP,DF,Rayo Vallecano,La Liga,692208,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Roberto Férnandez,22.0,2002,es ESP,FW,Espanyol,La Liga,720518,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Mateo Flores,20.0,2004,es ESP,MF,Betis,La Liga,1061283,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Fran,19.0,2005,es ESP,GK,Real Madrid,La Liga,,none,75,players_data-2024_2025.csv
2024_2025,Alejandro Francés,21.0,2002,es ESP,DF,Girona,La Liga,632896,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Przemysław Frankowski,29.0,1995,pl POL,DF,Lens,Ligue 1,,none,86,players_data-2024_2025.csv
2024_2025,Darío Fuentes,21.0,2003,es ESP,DF,Sevilla,La Liga,,none,64,players_data-2024_2025.csv
2024_2025,Tommaso Gabellini,17.0,2006,it ITA,FW,Torino,Serie A,1040080,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Idrissa Gana Gueye,34.0,1989,sn SEN,MF,Everton,Premier League,,none,84,players_data-2024_2025.csv
2024_2025,Silvère Ganvoula M'Boussy,28.0,1996,cg CGO,FW,Monza,Serie A,,none,78,players_data-2024_2025.csv
2024_2025,Facundo Garcés,24.0,1999,my MAS,DF,Alavés,La Liga,533354,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Viggo Gebel,16.0,2007,de GER,MF,RB Leipzig,Bundesliga,1074526,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Toti Gomes,25.0,1999,pt POR,DF,Wolves,Premier League,,none,70,players_data-2024_2025.csv
2024_2025,Carlos Gómez,21.0,2002,co COL,"MF,DF",Rennes,Ligue 1,,none,77,players_data-2024_2025.csv
2024_2025,Tidiam Gomis,17.0,2006,fr FRA,"MF,FW",RB Leipzig,Bundesliga,955448,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Peter González,22.0,2002,do DOM,"MF,FW",Getafe,La Liga,,none,74,players_data-2024_2025.csv
2024_2025,Urko González,23.0,2001,es ESP,MF,Espanyol,La Liga,,none,81,players_data-2024_2025.csv
2024_2025,Urko González,23.0,2001,es ESP,MF,Real Sociedad,La Liga,,none,81,players_data-2024_2025.csv
2024_2025,Álex Grimaldo,28.0,1995,es ESP,DF,Leverkusen,Bundesliga,,none,77,players_data-2024_2025.csv
2024_2025,Albert Grønbaek,23.0,2001,dk DEN,"FW,MF",Southampton,Premier League,,none,83,players_data-2024_2025.csv
2024_2025,Albert Grønbaek,23.0,2001,dk DEN,"MF,FW",Rennes,Ligue 1,,none,83,players_data-2024_2025.csv
2024_2025,Bahereba Guirassy,17.0,2006,fr FRA,"FW,MF",Nantes,Ligue 1,,none,59,players_data-2024_2025.csv
2024_2025,Mohamed Haj,19.0,2005,tn TUN,MF,Parma,Serie A,,none,81,players_data-2024_2025.csv
2024_2025,Phil Harres,22.0,2002,de GER,FW,Holstein Kiel,Bundesliga,606119,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Henrique,30.0,1994,br BRA,DF,Valladolid,La Liga,,none,73,players_data-2024_2025.csv
2024_2025,Juan Herzog,21.0,2003,es ESP,DF,Las Palmas,La Liga,,none,64,players_data-2024_2025.csv
2024_2025,Roger Hinojo,19.0,2005,es ESP,DF,Espanyol,La Liga,1204959,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Dinko Horkaš,25.0,1999,hr CRO,GK,Las Palmas,La Liga,357770,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Pierre Højbjerg,28.0,1995,dk DEN,MF,Marseille,Ligue 1,,none,83,players_data-2024_2025.csv
2024_2025,Hafiz Ibrahim,18.0,2005,ng NGA,FW,Reims,Ligue 1,,none,84,players_data-2024_2025.csv
2024_2025,Iglesias,26.0,1998,es ESP,DF,Getafe,La Liga,,none,76,players_data-2024_2025.csv
2024_2025,Igor,26.0,1998,br BRA,DF,Brighton,Premier League,,none,57,players_data-2024_2025.csv
2024_2025,Andy Irving,24.0,2000,sct SCO,MF,West Ham,Premier League,,none,83,players_data-2024_2025.csv
2024_2025,Diego Iturralde,21.0,2003,es ESP,FW,Sevilla,La Liga,,none,64,players_data-2024_2025.csv
2024_2025,Ivan Jaime Pajuelo,23.0,2000,es ESP,MF,Valencia,La Liga,,none,71,players_data-2024_2025.csv
2024_2025,Karl Jakob Hein,22.0,2002,ee EST,GK,Valladolid,La Liga,,none,75,players_data-2024_2025.csv
2024_2025,Ali Jasim,20.0,2004,iq IRQ,"FW,DF",Como,Serie A,877672,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Malcolm Jeng,19.0,2005,se SWE,DF,Reims,Ligue 1,1126894,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Alejandro Jiménez,19.0,2005,es ESP,"DF,FW",Milan,Serie A,,none,79,players_data-2024_2025.csv
2024_2025,Kim Jisoo,19.0,2004,kr KOR,DF,Brentford,Premier League,,none,67,players_data-2024_2025.csv
2024_2025,John Joe,20.0,2003,ie IRL,"MF,FW",Getafe,La Liga,,none,64,players_data-2024_2025.csv
2024_2025,John Joe,20.0,2003,ie IRL,MF,Reims,Ligue 1,,none,64,players_data-2024_2025.csv
2024_2025,Jofre,23.0,2001,es ESP,"MF,FW",Espanyol,La Liga,,none,56,players_data-2024_2025.csv
2024_2025,Luiz Lúcio Reis Júnior,23.0,2001,br BRA,GK,Villarreal,La Liga,,none,67,players_data-2024_2025.csv
2024_2025,Hamed Junior Traorè,24.0,2000,ci CIV,MF,Auxerre,Ligue 1,,none,77,players_data-2024_2025.csv
2024_2025,Yaya Kader Fofana,20.0,2004,ml MLI,"MF,FW",Reims,Ligue 1,,none,79,players_data-2024_2025.csv
2024_2025,Justin-Noël Kalumba,19.0,2004,fr FRA,"FW,MF",Angers,Ligue 1,,none,85,players_data-2024_2025.csv
2024_2025,Andu Kelati,21.0,2002,de GER,"MF,DF",Holstein Kiel,Bundesliga,719694,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Kialonda,26.0,1997,ao ANG,DF,Lecce,Serie A,,none,62,players_data-2024_2025.csv
2024_2025,Kiké,34.0,1989,es ESP,FW,Alavés,La Liga,,none,53,players_data-2024_2025.csv
2024_2025,Max Kilman,27.0,1997,eng ENG,DF,West Ham,Premier League,,none,74,players_data-2024_2025.csv
2024_2025,Koka,31.0,1993,eg EGY,FW,Le Havre,Ligue 1,,none,62,players_data-2024_2025.csv
2024_2025,Ismael Konate,18.0,2006,ci CIV,"FW,MF",Empoli,Serie A,936745,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Emmanuel Koum Mbondo,18.0,2006,fr FRA,DF,Marseille,Ligue 1,,none,63,players_data-2024_2025.csv
2024_2025,Boubakar Kouyaté,27.0,1997,ml MLI,DF,Montpellier,Ligue 1,,none,71,players_data-2024_2025.csv
2024_2025,Mateusz Kowalski,19.0,2005,pl POL,MF,Parma,Serie A,902573,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Mohamed Lamine Bayo,26.0,1998,gn GUI,FW,Lille,Ligue 1,,none,77,players_data-2024_2025.csv
2024_2025,Will Lankshear,19.0,2005,eng ENG,"FW,MF",Tottenham,Premier League,879768,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Giovanni Leoni,17.0,2006,it ITA,DF,Parma,Serie A,1086619,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Esteban Lepaul,24.0,2000,fr FRA,FW,Angers,Ligue 1,461607,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Louis Leroux,18.0,2006,fr FRA,"MF,DF",Nantes,Ligue 1,1119456,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Mattia Liberali,17.0,2007,it ITA,MF,Milan,Serie A,988964,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Dailon Livramento,23.0,2001,cv CPV,"FW,MF",Hellas Verona,Serie A,676411,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Valentino Livramento,21.0,2002,eng ENG,DF,Newcastle Utd,Premier League,,none,86,players_data-2024_2025.csv
2024_2025,Fer López,,,,"FW,MF",Celta Vigo,La Liga,,none,,players_data-2024_2025.csv
2024_2025,José Luis Gayà,29.0,1995,es ESP,DF,Valencia,La Liga,,none,78,players_data-2024_2025.csv
2024_2025,Mathias Løvik,20.0,2003,no NOR,"DF,FW",Parma,Serie A,661212,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Gabriel Magalhães,26.0,1997,br BRA,DF,Arsenal,Premier League,,none,69,players_data-2024_2025.csv
2024_2025,Edmond-Paris Maghoma,23.0,2001,eng ENG,"MF,FW",Brentford,Premier League,,none,79,players_data-2024_2025.csv
2024_2025,Radosław Majecki,24.0,1999,pl POL,GK,Monaco,Ligue 1,,none,81,players_data-2024_2025.csv
2024_2025,Hamidou Makalou,18.0,2006,ml MLI,"FW,MF",Brest,Ligue 1,1200289,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Hianga Mananga Mbock,24.0,1999,fr FRA,MF,Brest,Ligue 1,,none,71,players_data-2024_2025.csv
2024_2025,Mateus Mane,,,,MF,Wolves,Premier League,,none,,players_data-2024_2025.csv
2024_2025,Ange Martial Tia,17.0,2006,ml MLI,"MF,DF",Reims,Ligue 1,,none,81,players_data-2024_2025.csv
2024_2025,Gerard Martín,22.0,2002,es ESP,DF,Barcelona,La Liga,705395,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Kevin Martins,19.0,2005,it ITA,"MF,DF",Monza,Serie A,724069,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Marvin,24.0,2000,es ESP,"DF,FW",Las Palmas,La Liga,,none,71,players_data-2024_2025.csv
2024_2025,Patrizio Masini,23.0,2001,it ITA,MF,Genoa,Serie A,459665,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Rudy Matondo,16.0,2008,fr FRA,MF,Auxerre,Ligue 1,1241211,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Keke Maximilian Topp,20.0,2004,de GER,"FW,MF",Werder Bremen,Bundesliga,,none,68,players_data-2024_2025.csv
2024_2025,Samuel Mbangula,20.0,2004,be BEL,FW,Juventus,Serie A,654991,exact_name_birth_year,100,players_data-2024_2025.csv
