season,fbref_player,age,birth_year,nation,position,squad,competition,player_id,tm_match_method,tm_match_score,source_file
2024_2025,Oliver McBurnie,28.0,1996,sct SCO,FW,Las Palmas,La Liga,,none,89,players_data-2024_2025.csv
2024_2025,Mohamed Meité,16.0,2007,fr FRA,FW,Rennes,Ligue 1,,none,62,players_data-2024_2025.csv
2024_2025,Mateo Mejía,21.0,2003,es ESP,FW,Sevilla,La Liga,682588,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Connor Metcalfe,24.0,1999,au AUS,"MF,FW",St. Pauli,Bundesliga,522223,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Miguel,24.0,1999,es ESP,FW,Leganés,La Liga,,none,71,players_data-2024_2025.csv
2024_2025,Max Moerstedt,,,de GER,FW,Hoffenheim,Bundesliga,,none,,players_data-2024_2025.csv
2024_2025,Jeremy Monga,,,,"FW,MF",Leicester City,Premier League,,none,,players_data-2024_2025.csv
2024_2025,Mikey Moore,16.0,2007,eng ENG,FW,Tottenham,Premier League,1011147,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Daniel Mosquera,24.0,1999,co COL,FW,Hellas Verona,Serie A,651569,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Yael Mouanga,19.0,2005,fr FRA,DF,Montpellier,Ligue 1,970364,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Víctor Muñoz,21.0,2003,es ESP,"FW,DF",Real Madrid,La Liga,935231,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Joakim Mæhle,27.0,1997,dk DEN,DF,Wolfsburg,Bundesliga,,none,67,players_data-2024_2025.csv
2024_2025,Obite N'Dicka,24.0,1999,ci CIV,DF,Roma,Serie A,,none,62,players_data-2024_2025.csv
2024_2025,Loïc N'Gatta,20.0,2003,fr FRA,DF,Auxerre,Ligue 1,,none,83,players_data-2024_2025.csv
2024_2025,Nathan N'Goumou,24.0,2000,cm CMR,FW,Gladbach,Bundesliga,,none,67,players_data-2024_2025.csv
2024_2025,Michel Ndary Adopo,24.0,2000,fr FRA,MF,Cagliari,Serie A,,none,80,players_data-2024_2025.csv
2024_2025,Wilfried Ndollo,19.0,2005,cm CMR,DF,Montpellier,Ligue 1,,none,83,players_data-2024_2025.csv
2024_2025,Kosta Nedeljković,18.0,2005,rs SRB,DF,Aston Villa,Premier League,848682,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Kosta Nedeljković,18.0,2005,rs SRB,DF,RB Leipzig,Bundesliga,848682,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Mikayil Ngor Faye,20.0,2004,sn SEN,DF,Rennes,Ligue 1,,none,83,players_data-2024_2025.csv
2024_2025,Bernard Nguene,17.0,2006,cm CMR,FW,Nice,Ligue 1,1314671,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Abdoulaye Niakhate Ndiaye,22.0,2002,sn SEN,DF,Brest,Ligue 1,,none,78,players_data-2024_2025.csv
2024_2025,Oliver Nielsen,21.0,2003,dk DEN,DF,Lazio,Serie A,,none,77,players_data-2024_2025.csv
2024_2025,Eybi Nije,19.0,2005,se SWE,"FW,MF",Torino,Serie A,,none,55,players_data-2024_2025.csv
2024_2025,Brooke Norton-Cuffy,20.0,2004,eng ENG,"DF,FW",Genoa,Serie A,728733,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Plamedi Nsingi,23.0,2000,,MF,Nantes,Ligue 1,1027557,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Gustavo Nunes,18.0,2005,br BRA,"FW,MF",Brentford,Premier League,1086375,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Chidozie Obi-Martin,16.0,2007,dk DEN,FW,Manchester Utd,Premier League,,none,65,players_data-2024_2025.csv
2024_2025,Ifechukwu Ogbus,18.0,2005,ch SUI,DF,Freiburg,Bundesliga,,none,54,players_data-2024_2025.csv
2024_2025,Thiago Ojeda,21.0,2003,ar ARG,MF,Villarreal,La Liga,1030425,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Olasagasti,23.0,2000,es ESP,MF,Real Sociedad,La Liga,,none,67,players_data-2024_2025.csv
2024_2025,Finn Ole Becker,24.0,2000,de GER,MF,Hoffenheim,Bundesliga,,none,85,players_data-2024_2025.csv
2024_2025,Lucas Oliveira Rosa,24.0,2000,br BRA,DF,Valladolid,La Liga,,none,69,players_data-2024_2025.csv
2024_2025,Victor Orakpo,18.0,2006,ng NGA,FW,Nice,Ligue 1,1231401,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Ángel Ortíz,20.0,2004,es ESP,DF,Betis,La Liga,933908,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Gabriel Osei Misehouy,19.0,2005,nl NED,"FW,MF",Girona,La Liga,,none,86,players_data-2024_2025.csv
2024_2025,Jibril Othman,20.0,2004,tn TUN,FW,Saint-Étienne,Ligue 1,782632,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Guimissongui Ouattara,18.0,2005,fr FRA,"DF,FW",Strasbourg,Ligue 1,,none,56,players_data-2024_2025.csv
2024_2025,Assan Ouedraogo,18.0,2006,de GER,MF,RB Leipzig,Bundesliga,897424,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Cheick Oumar Conde,24.0,2000,gn GUI,MF,Venezia,Serie A,,none,80,players_data-2024_2025.csv
2024_2025,Isaac Palazón Camacho,29.0,1994,es ESP,"MF,FW",Rayo Vallecano,La Liga,,none,62,players_data-2024_2025.csv
2024_2025,Emerson Palmieri,29.0,1994,it ITA,DF,West Ham,Premier League,,none,65,players_data-2024_2025.csv
2024_2025,Álvaro Pascual,22.0,2002,es ESP,FW,Sevilla,La Liga,,none,80,players_data-2024_2025.csv
2024_2025,Nicolás Paz,19.0,2004,ar ARG,"MF,FW",Como,Serie A,,none,84,players_data-2024_2025.csv
2024_2025,Jordan Pefok,28.0,1996,us USA,FW,Reims,Ligue 1,,none,73,players_data-2024_2025.csv
2024_2025,Jordan Pefok,28.0,1996,us USA,FW,Union Berlin,Bundesliga,,none,73,players_data-2024_2025.csv
2024_2025,Mateo Pellegrino,23.0,2001,ar ARG,FW,Parma,Serie A,856530,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Faris Pemi Moumbagna,24.0,2000,cm CMR,FW,Marseille,Ligue 1,,none,86,players_data-2024_2025.csv
2024_2025,Peque,21.0,2002,es ESP,"MF,FW",Sevilla,La Liga,,none,55,players_data-2024_2025.csv
2024_2025,Sergiu Perciun,18.0,2006,md MDA,"FW,MF",Torino,Serie A,980632,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Francisco Perez,21.0,2002,es ESP,"FW,MF",Valencia,La Liga,,none,80,players_data-2024_2025.csv
2024_2025,Đorđe Petrović,24.0,1999,rs SRB,GK,Strasbourg,Ligue 1,,none,79,players_data-2024_2025.csv
2024_2025,Jaden Philogene Bidace,22.0,2002,eng ENG,"FW,MF",Aston Villa,Premier League,,none,81,players_data-2024_2025.csv
2024_2025,Jaden Philogene Bidace,22.0,2002,eng ENG,"FW,DF",Ipswich Town,Premier League,,none,81,players_data-2024_2025.csv
2024_2025,Pica,22.0,2002,es ESP,DF,Alavés,La Liga,,none,62,players_data-2024_2025.csv
2024_2025,Tom Pouilly,21.0,2003,fr FRA,"DF,MF",Lens,Ligue 1,917817,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Diego Pugno,18.0,2006,it ITA,FW,Juventus,Serie A,1049598,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Hákon Rafn Valdimarsson,22.0,2001,is ISL,GK,Brentford,Premier League,,none,88,players_data-2024_2025.csv
2024_2025,Grant Ranos,21.0,2003,am ARM,FW,Gladbach,Bundesliga,,none,81,players_data-2024_2025.csv
2024_2025,Raúl,23.0,2000,es ESP,"FW,MF",Osasuna,La Liga,,none,60,players_data-2024_2025.csv
2024_2025,Abderrahman Rebbach,25.0,1998,dz ALG,"FW,MF",Alavés,La Liga,,none,77,players_data-2024_2025.csv
2024_2025,Gio Reyna,21.0,2002,us USA,MF,Dortmund,Bundesliga,,none,78,players_data-2024_2025.csv
2024_2025,Alexsandro Ribeiro,24.0,1999,br BRA,DF,Lille,Ligue 1,,none,74,players_data-2024_2025.csv
2024_2025,Lars Ritzka,26.0,1998,de GER,"DF,MF",St. Pauli,Bundesliga,333903,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Gorka Rivera Alonso,19.0,2004,es ESP,"DF,MF",Getafe,La Liga,,none,77,players_data-2024_2025.csv
2024_2025,Rodri,24.0,2000,es ESP,FW,Betis,La Liga,,none,59,players_data-2024_2025.csv
2024_2025,Alejandro Rodriguez,16.0,2008,pt POR,MF,Lyon,Ligue 1,,none,86,players_data-2024_2025.csv
2024_2025,Óscar Rodríguez Arnaiz,26.0,1998,es ESP,"MF,FW",Leganés,La Liga,,none,81,players_data-2024_2025.csv
2024_2025,Daniel Rodriguez,18.0,2005,es ESP,FW,Barcelona,La Liga,834470,fuzzy_name_birth_year,93,players_data-2024_2025.csv
2024_2025,Jon Rowe,21.0,2003,eng ENG,"FW,MF",Marseille,Ligue 1,,none,76,players_data-2024_2025.csv
2024_2025,Fabián Ruiz Peña,28.0,1996,es ESP,MF,Paris S-G,Ligue 1,,none,81,players_data-2024_2025.csv
2024_2025,Frederik Rønnow,31.0,1992,dk DEN,GK,Union Berlin,Bundesliga,,none,87,players_data-2024_2025.csv
2024_2025,Elias Saad,24.0,1999,tn TUN,"FW,MF",St. Pauli,Bundesliga,526466,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Faik Sakar,16.0,2008,de GER,MF,RB Leipzig,Bundesliga,1132292,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Mama Samba Baldé,28.0,1995,gw GNB,FW,Lyon,Ligue 1,,none,77,players_data-2024_2025.csv
2024_2025,Mama Samba Baldé,28.0,1995,gw GNB,FW,Brest,Ligue 1,,none,77,players_data-2024_2025.csv
2024_2025,Chuky san jose,20.0,2004,es ESP,MF,Valladolid,La Liga,,none,58,players_data-2024_2025.csv
2024_2025,Maroan Sannadi,23.0,2001,ma MAR,FW,Athletic Club,La Liga,1054934,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Jesús Santiago,20.0,2004,es ESP,MF,Getafe,La Liga,,none,77,players_data-2024_2025.csv
2024_2025,Sávio,20.0,2004,br BRA,"FW,MF",Manchester City,Premier League,,none,83,players_data-2024_2025.csv
2024_2025,Hiroki Sekine,21.0,2002,jp JPN,DF,Reims,Ligue 1,1137808,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Sergi,32.0,1992,es ESP,DF,Leganés,La Liga,,none,67,players_data-2024_2025.csv
2024_2025,Nicolás Serrano,21.0,2003,es ESP,FW,Athletic Club,La Liga,,none,89,players_data-2024_2025.csv
2024_2025,Caio Henrique Oliveira Silva,27.0,1997,br BRA,DF,Monaco,Ligue 1,,none,63,players_data-2024_2025.csv
2024_2025,Jailson Siqueira,28.0,1995,br BRA,"DF,MF",Celta Vigo,La Liga,,none,67,players_data-2024_2025.csv
2024_2025,Ibrahim Sissoko,28.0,1995,ml MLI,FW,Saint-Étienne,Ligue 1,484888,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Niama Sissoko,18.0,2005,ml MLI,"FW,MF",Reims,Ligue 1,,none,72,players_data-2024_2025.csv
2024_2025,Leo Skiri Østigård,24.0,1999,no NOR,DF,Rennes,Ligue 1,,none,79,players_data-2024_2025.csv
2024_2025,Leo Skiri Østigård,24.0,1999,no NOR,DF,Hoffenheim,Bundesliga,,none,79,players_data-2024_2025.csv
2024_2025,Łukasz Skorupski,33.0,1991,pl POL,GK,Bologna,Serie A,,none,58,players_data-2024_2025.csv
2024_2025,Orri Steinn Óskarsson,19.0,2004,is ISL,FW,Real Sociedad,La Liga,,none,80,players_data-2024_2025.csv
2024_2025,Finley Stevens,21.0,2003,wls WAL,DF,St. Pauli,Bundesliga,,none,88,players_data-2024_2025.csv
2024_2025,Stoichkov,30.0,1993,es ESP,"MF,FW",Alavés,La Liga,271021,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Sammie Szmodics,28.0,1995,ie IRL,"FW,MF",Ipswich Town,Premier League,292139,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Musa Al-Taamari,27.0,1997,jo JOR,"FW,MF",Montpellier,Ligue 1,,none,81,players_data-2024_2025.csv
2024_2025,Musa Al-Taamari,27.0,1997,jo JOR,"FW,MF",Rennes,Ligue 1,,none,81,players_data-2024_2025.csv
2024_2025,Norman Theuerkauf,37.0,1987,de GER,MF,Heidenheim,Bundesliga,,none,56,players_data-2024_2025.csv
2024_2025,Thiago,23.0,2001,br BRA,"FW,MF",Brentford,Premier League,,none,75,players_data-2024_2025.csv
2024_2025,Cheikh Tidiane Niasse,24.0,2000,sn SEN,MF,Hellas Verona,Serie A,,none,76,players_data-2024_2025.csv
2024_2025,Souleymane Touré,21.0,2003,fr FRA,DF,Udinese,Serie A,,none,65,players_data-2024_2025.csv
2024_2025,Kostas Tsimikas,28.0,1996,gr GRE,DF,Liverpool,Premier League,,none,83,players_data-2024_2025.csv
2024_2025,Manuel Ugarte Ribeiro,23.0,2001,uy URU,MF,Manchester Utd,Premier League,,none,76,players_data-2024_2025.csv
2024_2025,José Luis García Vayá,25.0,1998,es ESP,MF,Valencia,La Liga,,none,63,players_data-2024_2025.csv
2024_2025,Lorenzo Venturino,18.0,2006,it ITA,"FW,MF",Genoa,Serie A,1061820,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Ben Viadere,18.0,2005,fr FRA,MF,Auxerre,Ligue 1,1048496,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Viti,26.0,1997,es ESP,DF,Las Palmas,La Liga,,none,75,players_data-2024_2025.csv
2024_2025,Kjell-Arik Wätjen,18.0,2006,de GER,MF,Dortmund,Bundesliga,,none,83,players_data-2024_2025.csv
2024_2025,Nathan Wood-Gordon,22.0,2002,eng ENG,DF,Southampton,Premier League,,none,76,players_data-2024_2025.csv
2024_2025,Daniel Yáñez,17.0,2007,es ESP,FW,Real Madrid,La Liga,962124,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Erencan Yardimci,22.0,2002,tr TUR,"FW,MF",Hoffenheim,Bundesliga,,none,77,players_data-2024_2025.csv
2024_2025,Yehor Yarmoliuk,20.0,2004,ua UKR,MF,Brentford,Premier League,,none,87,players_data-2024_2025.csv
2024_2025,Illia Zabarnyi,21.0,2002,ua UKR,DF,Bournemouth,Premier League,,none,89,players_data-2024_2025.csv
2024_2025,Eloge Zabi,17.0,2006,ci CIV,"DF,MF",Reims,Ligue 1,,none,60,players_data-2024_2025.csv
2024_2025,Andre-Frank Zambo Anguissa,28.0,1995,cm CMR,MF,Napoli,Serie A,,none,70,players_data-2024_2025.csv
2024_2025,Aristide Zossou,19.0,2005,ci CIV,MF,Auxerre,Ligue 1,1310513,exact_name_birth_year,100,players_data-2024_2025.csv
2024_2025,Yanis Zouaoui,30.0,1994,dz ALG,"DF,FW",Le Havre,Ligue 1,,none,57,players_data-2024_2025.csv
2024_2025,Milan Đurić,34.0,1990,ba BIH,FW,Monza,Serie A,,none,70,players_data-2024_2025.csv
2024_2025,Milan Đurić,34.0,1990,ba BIH,FW,Parma,Serie A,,none,70,players_data-2024_2025.csv
