player_id,player_name,fbref_player,age,birth_year,nation,position,position_group,squad,competition,foot,height_in_cm,market_value_eur,highest_market_value_in_eur,valuation_date,tm_match_method,tm_match_score,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Sh,SoT,KP,PPA,Tkl,TklW,Int,Tkl+Int,Blocks,Clr,Err,Touches,Carries,Mis,Dis,Rec,Recov,Won,Lost,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,xG_per90,npxG_per90,xAG_per90,npxG+xAG_per90,PrgC_per90,PrgP_per90,PrgR_per90,Sh_per90,SoT_per90,KP_per90,PPA_per90,Tkl_per90,TklW_per90,Int_per90,Tkl+Int_per90,Blocks_per90,Clr_per90,Touches_per90,Carries_per90,Mis_per90,Dis_per90,Rec_per90,Recov_per90
579263,Augustine Boakye,Augustine Boakye,23.0,2000,gh GHA,"FW,MF",FW,Saint-Étienne,Ligue 1,left,178.0,2500000,4000000,2025-06-03,exact_name_birth_year,100,17.0,8.0,733.0,8.1,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,1.8,1.8,0.9,2.7,25.0,35.0,60.0,24.0,9.0,13.0,11.0,7.0,3.0,6.0,13.0,7.0,4.0,0.0,349.0,194.0,18.0,25.0,251.0,27.0,5.0,8.0,0.3703703703703704,0.0,0.3703703703703704,0.3703703703703704,0.22222222222222224,0.22222222222222224,0.11111111111111112,0.33333333333333337,3.0864197530864197,4.320987654320988,7.407407407407407,2.9629629629629632,1.1111111111111112,1.6049382716049383,1.3580246913580247,0.8641975308641976,0.3703703703703704,0.7407407407407408,1.6049382716049383,0.8641975308641976,0.4938271604938272,43.086419753086425,23.950617283950617,2.2222222222222223,3.0864197530864197,30.987654320987655,3.3333333333333335
413112,Aurélien Tchouaméni,Aurélien Tchouaméni,24.0,2000,fr FRA,"DF,MF",DF,Real Madrid,Liga,right,188.0,100000000,100000000,,exact_name_birth_year,100,32.0,31.0,2689.0,29.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.7,1.7,0.6,2.2,19.0,154.0,13.0,19.0,3.0,5.0,9.0,47.0,23.0,46.0,93.0,10.0,92.0,1.0,2324.0,1440.0,23.0,8.0,1689.0,143.0,74.0,20.0,0.0,0.0,0.0,0.0,0.0568561872909699,0.0568561872909699,0.020066889632107024,0.07357859531772576,0.6354515050167224,5.150501672240803,0.4347826086956522,0.6354515050167224,0.10033444816053512,0.16722408026755853,0.3010033444816054,1.5719063545150502,0.7692307692307693,1.5384615384615385,3.1103678929765888,0.33444816053511706,3.076923076923077,77.72575250836121,48.16053511705686,0.7692307692307693,0.26755852842809363,56.48829431438127,4.782608695652174
258039,Aurélio Buta,Aurélio Buta,27.0,1997,pt POR,DF,DF,Reims,Ligue 1,right,172.0,5000000,8000000,2025-06-03,exact_name_birth_year,100,27.0,24.0,1970.0,21.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.8,1.1,28.0,83.0,64.0,8.0,1.0,10.0,12.0,37.0,24.0,22.0,59.0,18.0,59.0,0.0,1195.0,546.0,28.0,7.0,672.0,69.0,12.0,21.0,0.0,0.04566210045662101,0.04566210045662101,0.0,0.013698630136986302,0.013698630136986302,0.03652968036529681,0.05022831050228311,1.2785388127853883,3.7899543378995437,2.9223744292237446,0.36529680365296807,0.04566210045662101,0.4566210045662101,0.5479452054794521,1.6894977168949772,1.0958904109589043,1.0045662100456623,2.6940639269406392,0.8219178082191781,2.6940639269406392,54.5662100456621,24.93150684931507,1.2785388127853883,0.31963470319634707,30.684931506849317,3.1506849315068495
386047,Axel Disasi,Axel Disasi,26.0,1998,fr FRA,DF,DF,Aston Villa / Chelsea,Premier League,right,191.0,22000000,42000000,2025-05-30,exact_name_birth_year,100,13.0,9.0,854.0,9.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.5,0.9,16.0,32.0,7.0,4.0,1.0,5.0,5.0,15.0,9.0,7.0,22.0,7.0,29.0,1.0,657.0,403.0,4.0,5.0,465.0,30.0,13.0,9.0,0.10638297872340426,0.0,0.10638297872340426,0.10638297872340426,0.0425531914893617,0.0425531914893617,0.05319148936170213,0.09574468085106383,1.702127659574468,3.404255319148936,0.7446808510638298,0.425531914893617,0.10638297872340426,0.5319148936170213,0.5319148936170213,1.5957446808510638,0.9574468085106382,0.7446808510638298,2.3404255319148937,0.7446808510638298,3.085106382978723,69.8936170212766,42.87234042553192,0.425531914893617,0.5319148936170213,49.46808510638298,3.1914893617021276
342046,Axel Tuanzebe,Axel Tuanzebe,26.0,1997,cd COD,DF,DF,Ipswich Town,Premier League,right,185.0,5000000,10000000,2025-05-30,exact_name_birth_year,100,22.0,20.0,1710.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.2,0.2,0.3,0.5,10.0,61.0,15.0,4.0,0.0,5.0,6.0,31.0,19.0,23.0,54.0,14.0,56.0,1.0,971.0,402.0,11.0,1.0,516.0,49.0,22.0,9.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.010526315789473684,0.010526315789473684,0.015789473684210527,0.02631578947368421,0.5263157894736842,3.210526315789474,0.7894736842105263,0.21052631578947367,0.0,0.2631578947368421,0.3157894736842105,1.631578947368421,1.0,1.2105263157894737,2.8421052631578947,0.7368421052631579,2.9473684210526314,51.10526315789474,21.157894736842106,0.5789473684210527,0.05263157894736842,27.157894736842106,2.5789473684210527
35047,Axel Witsel,Axel Witsel,35.0,1989,be BEL,DF,DF,Atlético Madrid,Liga,right,186.0,2000000,40000000,2025-06-09,exact_name_birth_year,100,14.0,9.0,852.0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.6,2.0,21.0,1.0,1.0,0.0,2.0,0.0,16.0,12.0,11.0,27.0,1.0,34.0,1.0,645.0,405.0,9.0,0.0,418.0,32.0,23.0,2.0,0.0,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,0.05263157894736842,0.06315789473684211,0.21052631578947367,2.210526315789474,0.10526315789473684,0.10526315789473684,0.0,0.21052631578947367,0.0,1.6842105263157894,1.263157894736842,1.1578947368421053,2.8421052631578947,0.10526315789473684,3.5789473684210527,67.89473684210526,42.63157894736842,0.9473684210526315,0.0,44.0,3.3684210526315788
246968,Ayoze Pérez,Ayoze Pérez,31.0,1993,es ESP,FW,FW,Villarreal,Liga,right,178.0,10000000,30000000,2025-06-09,exact_name_birth_year,100,30.0,22.0,1970.0,21.9,19.0,2.0,21.0,19.0,0.0,0.0,4.0,0.0,12.7,12.7,3.0,15.7,59.0,73.0,124.0,75.0,31.0,32.0,21.0,27.0,14.0,8.0,35.0,12.0,15.0,0.0,705.0,429.0,62.0,34.0,514.0,56.0,13.0,18.0,0.8675799086757991,0.09132420091324202,0.9589041095890412,0.8675799086757991,0.5799086757990868,0.5799086757990868,0.13698630136986303,0.7168949771689498,2.6940639269406392,3.3333333333333335,5.662100456621005,3.4246575342465757,1.4155251141552512,1.4611872146118723,0.9589041095890412,1.2328767123287672,0.6392694063926941,0.36529680365296807,1.5981735159817352,0.5479452054794521,0.6849315068493151,32.19178082191781,19.589041095890412,2.8310502283105023,1.5525114155251143,23.4703196347032,2.5570776255707766
1097139,Ayyoub Bouaddi,Ayyoub Bouaddi,16.0,2007,fr FRA,MF,MF,Lille,Ligue 1,right,186.0,28000000,40000000,2025-06-03,exact_name_birth_year,100,24.0,11.0,1151.0,12.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.0,1.1,11.0,37.0,26.0,3.0,1.0,5.0,1.0,50.0,31.0,10.0,60.0,13.0,12.0,1.0,703.0,383.0,34.0,15.0,474.0,62.0,9.0,13.0,0.0,0.078125,0.078125,0.0,0.0078125,0.0078125,0.078125,0.0859375,0.859375,2.890625,2.03125,0.234375,0.078125,0.390625,0.078125,3.90625,2.421875,0.78125,4.6875,1.015625,0.9375,54.921875,29.921875,2.65625,1.171875,37.03125,4.84375
315145,Azor Matusiwa,Azor Matusiwa,26.0,1998,nl NED,MF,MF,Rennes,Ligue 1,right,173.0,8000000,13000000,2025-06-03,exact_name_birth_year,100,29.0,23.0,2078.0,23.1,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,1.8,3.1,19.0,134.0,26.0,11.0,2.0,17.0,18.0,64.0,39.0,34.0,98.0,13.0,52.0,0.0,1358.0,619.0,22.0,17.0,818.0,134.0,28.0,11.0,0.04329004329004329,0.12987012987012986,0.17316017316017315,0.04329004329004329,0.051948051948051945,0.051948051948051945,0.07792207792207792,0.1341991341991342,0.8225108225108224,5.8008658008658,1.1255411255411254,0.47619047619047616,0.08658008658008658,0.7359307359307359,0.7792207792207791,2.7705627705627704,1.6883116883116882,1.4718614718614718,4.242424242424242,0.5627705627705627,2.251082251082251,58.78787878787878,26.796536796536795,0.9523809523809523,0.7359307359307359,35.41125541125541,5.8008658008658
484992,Aïmen Moueffek,Aimen Moueffek,23.0,2001,fr FRA,MF,MF,Saint-Étienne,Ligue 1,right,179.0,1000000,2000000,,exact_name_birth_year,100,22.0,13.0,1039.0,11.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,1.1,2.2,20.0,43.0,31.0,10.0,2.0,10.0,8.0,20.0,12.0,5.0,25.0,7.0,26.0,1.0,554.0,302.0,34.0,13.0,350.0,59.0,9.0,13.0,0.0,0.08695652173913043,0.08695652173913043,0.0,0.09565217391304348,0.09565217391304348,0.09565217391304348,0.19130434782608696,1.7391304347826086,3.739130434782609,2.6956521739130435,0.8695652173913043,0.17391304347826086,0.8695652173913043,0.6956521739130435,1.7391304347826086,1.0434782608695652,0.43478260869565216,2.1739130434782608,0.6086956521739131,2.260869565217391,48.17391304347826,26.26086956521739,2.9565217391304346,1.1304347826086956,30.434782608695652,5.130434782608695
80293,Aïssa Mandi,Aïssa Mandi,32.0,1991,dz ALG,DF,DF,Lille,Ligue 1,right,186.0,1800000,20000000,,exact_name_birth_year,100,24.0,20.0,1733.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.4,0.8,12.0,82.0,21.0,6.0,2.0,5.0,6.0,31.0,17.0,15.0,46.0,7.0,54.0,0.0,1395.0,736.0,8.0,4.0,990.0,67.0,14.0,6.0,0.0,0.0,0.0,0.0,0.015544041450777202,0.015544041450777202,0.02072538860103627,0.04145077720207254,0.6217616580310881,4.248704663212435,1.088082901554404,0.31088082901554404,0.10362694300518134,0.25906735751295334,0.31088082901554404,1.6062176165803108,0.8808290155440415,0.7772020725388601,2.383419689119171,0.3626943005181347,2.797927461139896,72.27979274611398,38.134715025906736,0.41450777202072536,0.20725388601036268,51.295336787564764,3.471502590673575
707242,Badredine Bouanani,Badredine Bouanani,19.0,2004,dz ALG,"MF,FW",MF,Nice,Ligue 1,left,177.0,7000000,12000000,2025-06-03,exact_name_birth_year,100,26.0,11.0,1099.0,12.2,3.0,3.0,6.0,2.0,1.0,1.0,2.0,0.0,2.7,1.9,2.4,4.3,47.0,44.0,93.0,30.0,14.0,20.0,14.0,11.0,4.0,11.0,22.0,11.0,4.0,0.0,571.0,362.0,24.0,18.0,425.0,44.0,2.0,12.0,0.24590163934426232,0.24590163934426232,0.49180327868852464,0.1639344262295082,0.2213114754098361,0.1557377049180328,0.19672131147540983,0.3524590163934426,3.8524590163934427,3.6065573770491803,7.622950819672131,2.459016393442623,1.1475409836065575,1.639344262295082,1.1475409836065575,0.9016393442622951,0.3278688524590164,0.9016393442622951,1.8032786885245902,0.9016393442622951,0.3278688524590164,46.80327868852459,29.672131147540984,1.9672131147540985,1.4754098360655739,34.83606557377049,3.6065573770491803
463605,Bafodé Diakité,Bafodé Diakité,23.0,2001,fr FRA,DF,DF,Lille,Ligue 1,right,184.0,28000000,35000000,2025-06-03,exact_name_birth_year,100,31.0,31.0,2766.0,30.7,4.0,1.0,5.0,4.0,0.0,0.0,8.0,1.0,2.3,2.3,0.2,2.5,15.0,90.0,3.0,16.0,7.0,3.0,0.0,31.0,18.0,27.0,58.0,19.0,99.0,5.0,2475.0,1606.0,13.0,6.0,1891.0,139.0,61.0,8.0,0.13029315960912052,0.03257328990228013,0.16286644951140067,0.13029315960912052,0.07491856677524429,0.07491856677524429,0.006514657980456026,0.08143322475570033,0.48859934853420195,2.9315960912052117,0.09771986970684039,0.5211726384364821,0.22801302931596093,0.09771986970684039,0.0,1.009771986970684,0.5863192182410424,0.8794788273615636,1.8892508143322475,0.6188925081433225,3.224755700325733,80.61889250814332,52.31270358306189,0.4234527687296417,0.19543973941368079,61.59609120521173,4.527687296416938
642002,Balthazar Pierret,Balthazar Pierret,24.0,2000,fr FRA,MF,MF,Lecce,Serie A,left,186.0,900000,900000,,exact_name_birth_year,100,30.0,21.0,1723.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.4,0.6,13.0,82.0,13.0,6.0,0.0,10.0,5.0,51.0,31.0,19.0,70.0,6.0,31.0,1.0,1020.0,512.0,25.0,10.0,635.0,93.0,27.0,17.0,0.0,0.0,0.0,0.0,0.010471204188481676,0.010471204188481676,0.020942408376963352,0.031413612565445025,0.6806282722513088,4.293193717277487,0.6806282722513088,0.31413612565445026,0.0,0.5235602094240838,0.2617801047120419,2.670157068062827,1.6230366492146595,0.9947643979057591,3.664921465968586,0.31413612565445026,1.6230366492146595,53.40314136125654,26.806282722513085,1.3089005235602094,0.5235602094240838,33.246073298429316,4.869109947643978
822458,Bamba Dieng,Bamba Dieng,24.0,2000,sn SEN,FW,FW,Angers,Ligue 1,right,178.0,4000000,10000000,,exact_name_birth_year,100,18.0,5.0,532.0,5.9,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,3.1,2.3,0.0,2.4,6.0,7.0,35.0,13.0,6.0,1.0,3.0,4.0,1.0,0.0,4.0,2.0,3.0,0.0,157.0,96.0,11.0,10.0,135.0,5.0,9.0,2.0,0.5084745762711864,0.0,0.5084745762711864,0.3389830508474576,0.5254237288135593,0.38983050847457623,0.0,0.4067796610169491,1.0169491525423728,1.1864406779661016,5.932203389830508,2.2033898305084745,1.0169491525423728,0.1694915254237288,0.5084745762711864,0.6779661016949152,0.1694915254237288,0.0,0.6779661016949152,0.3389830508474576,0.5084745762711864,26.610169491525422,16.271186440677965,1.8644067796610169,1.694915254237288,22.881355932203387,0.847457627118644
807165,Bamo Meïté,Bamo Meïté,22.0,2001,ci CIV,DF,DF,Montpellier / Marseille,Ligue 1,right,184.0,4000000,7000000,2025-06-03,exact_name_birth_year,100,10.0,6.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,4.0,9.0,4.0,15.0,3.0,241.0,120.0,3.0,3.0,166.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.4,0.2,0.2,0.0,0.0,0.0,1.0,0.6,0.8,1.8,0.8,3.0,48.2,24.0,0.6,0.6,33.2,1.6
285323,Baptiste Santamaria,Baptiste Santamaria,29.0,1995,fr FRA,MF,MF,Nice / Rennes,Ligue 1,right,183.0,7000000,16000000,2025-06-03,exact_name_birth_year,100,23.0,16.0,1409.0,15.700000000000001,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.3,2.3,13.0,73.0,20.0,20.0,4.0,13.0,8.0,31.0,14.0,30.0,61.0,18.0,26.0,1.0,966.0,475.0,27.0,12.0,650.0,83.0,37.0,14.0,0.0,0.06369426751592357,0.06369426751592357,0.0,0.06369426751592357,0.06369426751592357,0.08280254777070063,0.14649681528662417,0.8280254777070063,4.64968152866242,1.2738853503184713,1.2738853503184713,0.25477707006369427,0.8280254777070063,0.5095541401273885,1.9745222929936304,0.8917197452229298,1.9108280254777068,3.885350318471337,1.1464968152866242,1.6560509554140126,61.52866242038216,30.254777070063692,1.7197452229299361,0.7643312101910827,41.401273885350314,5.286624203821655
1067904,Bazoumana Touré,Bazoumana Touré,18.0,2006,ci CIV,"FW,MF",FW,Hoffenheim,Bundesliga,left,175.0,9000000,25000000,2025-06-05,exact_name_birth_year,100,13.0,7.0,609.0,6.8,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.4,1.4,1.9,3.3,24.0,14.0,56.0,19.0,5.0,13.0,11.0,12.0,10.0,3.0,15.0,8.0,2.0,0.0,291.0,183.0,36.0,8.0,198.0,27.0,12.0,6.0,0.0,0.4411764705882353,0.4411764705882353,0.0,0.20588235294117646,0.20588235294117646,0.27941176470588236,0.4852941176470588,3.5294117647058822,2.058823529411765,8.23529411764706,2.794117647058824,0.7352941176470589,1.911764705882353,1.6176470588235294,1.7647058823529411,1.4705882352941178,0.4411764705882353,2.2058823529411766,1.1764705882352942,0.29411764705882354,42.794117647058826,26.911764705882355,5.294117647058823,1.1764705882352942,29.11764705882353,3.9705882352941178
507344,Becir Omeragic,Becir Omeragic,22.0,2002,ch SUI,DF,DF,Montpellier,Ligue 1,right,187.0,4500000,8000000,2025-06-03,exact_name_birth_year,100,22.0,21.0,1799.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,21.0,51.0,3.0,7.0,3.0,3.0,5.0,32.0,16.0,13.0,45.0,7.0,78.0,0.0,1084.0,609.0,6.0,4.0,723.0,75.0,20.0,5.0,0.0,0.0,0.0,0.0,0.015,0.015,0.005,0.02,1.05,2.55,0.15,0.35,0.15,0.15,0.25,1.6,0.8,0.65,2.25,0.35,3.9,54.2,30.45,0.3,0.2,36.15,3.75
192765,Ben Davies,Ben Davies,31.0,1993,wls WAL,DF,DF,Tottenham,Premier League,left,181.0,10000000,25000000,,exact_name_birth_year,100,17.0,14.0,1331.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.2,0.5,14.0,52.0,6.0,5.0,1.0,2.0,2.0,17.0,11.0,12.0,29.0,8.0,81.0,1.0,1186.0,664.0,5.0,0.0,781.0,41.0,52.0,8.0,0.0,0.0,0.0,0.0,0.020270270270270268,0.020270270270270268,0.013513513513513514,0.03378378378378378,0.9459459459459459,3.513513513513513,0.4054054054054054,0.33783783783783783,0.06756756756756756,0.13513513513513511,0.13513513513513511,1.1486486486486487,0.7432432432432432,0.8108108108108107,1.9594594594594594,0.5405405405405405,5.472972972972973,80.13513513513513,44.86486486486486,0.33783783783783783,0.0,52.77027027027027,2.77027027027027
468002,Ben Johnson,Ben Johnson,24.0,2000,eng ENG,"DF,FW",DF,Ipswich Town,Premier League,right,184.0,8000000,12000000,2025-05-30,exact_name_birth_year,100,23.0,14.0,1354.0,15.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1.1,1.1,1.3,2.3,16.0,27.0,33.0,7.0,3.0,12.0,3.0,38.0,22.0,13.0,51.0,23.0,54.0,1.0,626.0,259.0,23.0,17.0,292.0,57.0,19.0,21.0,0.06666666666666667,0.13333333333333333,0.2,0.06666666666666667,0.07333333333333333,0.07333333333333333,0.08666666666666667,0.15333333333333332,1.0666666666666667,1.8,2.2,0.4666666666666667,0.2,0.8,0.2,2.533333333333333,1.4666666666666666,0.8666666666666667,3.4,1.5333333333333334,3.6,41.733333333333334,17.266666666666666,1.5333333333333334,1.1333333333333333,19.466666666666665,3.8
617021,Ben Old,Ben Old,21.0,2002,nz NZL,"FW,MF",FW,Saint-Étienne,Ligue 1,left,173.0,700000,800000,2025-06-03,exact_name_birth_year,100,13.0,4.0,528.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,1.8,16.0,14.0,48.0,11.0,2.0,9.0,4.0,7.0,5.0,2.0,9.0,7.0,2.0,0.0,218.0,134.0,19.0,6.0,163.0,24.0,1.0,8.0,0.0,0.0,0.0,0.0,0.1694915254237288,0.1694915254237288,0.13559322033898305,0.30508474576271183,2.711864406779661,2.3728813559322033,8.135593220338983,1.8644067796610169,0.3389830508474576,1.5254237288135593,0.6779661016949152,1.1864406779661016,0.847457627118644,0.3389830508474576,1.5254237288135593,1.1864406779661016,0.3389830508474576,36.94915254237288,22.71186440677966,3.2203389830508473,1.0169491525423728,27.627118644067796,4.067796610169491
335721,Ben White,Ben White,26.0,1997,eng ENG,DF,DF,Arsenal,Premier League,right,186.0,45000000,55000000,2025-05-30,exact_name_birth_year,100,17.0,13.0,1198.0,13.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.4,1.8,23.0,59.0,42.0,9.0,2.0,10.0,11.0,20.0,14.0,16.0,36.0,7.0,44.0,0.0,813.0,394.0,10.0,6.0,494.0,37.0,18.0,22.0,0.0,0.15037593984962405,0.15037593984962405,0.0,0.03759398496240601,0.03759398496240601,0.10526315789473684,0.13533834586466165,1.7293233082706767,4.43609022556391,3.1578947368421053,0.6766917293233082,0.15037593984962405,0.7518796992481203,0.8270676691729323,1.5037593984962405,1.0526315789473684,1.2030075187969924,2.706766917293233,0.5263157894736842,3.308270676691729,61.127819548872175,29.62406015037594,0.7518796992481203,0.45112781954887216,37.14285714285714,2.781954887218045
789252,Bence Dárdai,Bence Dárdai,18.0,2006,hu HUN,MF,MF,Wolfsburg,Bundesliga,right,189.0,12000000,12000000,2025-06-05,exact_name_birth_year,100,21.0,16.0,1304.0,14.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.1,5.0,39.0,24.0,11.0,1.0,11.0,9.0,24.0,14.0,12.0,36.0,13.0,28.0,1.0,595.0,287.0,18.0,11.0,337.0,52.0,10.0,14.0,0.06896551724137931,0.06896551724137931,0.13793103448275862,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.14482758620689656,0.3448275862068966,2.689655172413793,1.6551724137931034,0.7586206896551724,0.06896551724137931,0.7586206896551724,0.6206896551724138,1.6551724137931034,0.9655172413793104,0.8275862068965517,2.4827586206896552,0.896551724137931,1.9310344827586208,41.03448275862069,19.79310344827586,1.2413793103448276,0.7586206896551724,23.24137931034483,3.586206896551724
453870,Benedict Hollerbach,Benedict Hollerbach,23.0,2001,de GER,"FW,MF",FW,Union Berlin,Bundesliga,both,181.0,12000000,12000000,2025-06-05,exact_name_birth_year,100,34.0,30.0,2540.0,28.2,9.0,1.0,10.0,9.0,0.0,0.0,3.0,0.0,7.0,7.0,1.6,8.6,103.0,68.0,214.0,76.0,24.0,26.0,22.0,43.0,22.0,2.0,45.0,54.0,13.0,1.0,1112.0,710.0,111.0,94.0,781.0,111.0,29.0,30.0,0.3191489361702128,0.03546099290780142,0.3546099290780142,0.3191489361702128,0.24822695035460993,0.24822695035460993,0.056737588652482275,0.3049645390070922,3.652482269503546,2.4113475177304964,7.588652482269504,2.6950354609929077,0.851063829787234,0.9219858156028369,0.7801418439716312,1.524822695035461,0.7801418439716312,0.07092198581560284,1.5957446808510638,1.9148936170212767,0.46099290780141844,39.43262411347518,25.177304964539008,3.9361702127659575,3.3333333333333335,27.69503546099291,3.9361702127659575
227084,Benedikt Gimber,Benedikt Gimber,27.0,1997,de GER,DF,DF,Heidenheim,Bundesliga,left,187.0,3000000,3000000,2025-06-05,exact_name_birth_year,100,32.0,32.0,2671.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.7,0.7,0.3,1.0,7.0,46.0,8.0,14.0,1.0,3.0,2.0,72.0,46.0,31.0,103.0,16.0,131.0,1.0,1643.0,865.0,25.0,7.0,965.0,98.0,66.0,25.0,0.0,0.0,0.0,0.0,0.02356902356902357,0.02356902356902357,0.0101010101010101,0.03367003367003367,0.2356902356902357,1.5488215488215489,0.26936026936026936,0.4713804713804714,0.03367003367003367,0.10101010101010101,0.06734006734006734,2.4242424242424243,1.5488215488215489,1.043771043771044,3.468013468013468,0.5387205387205387,4.410774410774411,55.31986531986532,29.124579124579125,0.8417508417508418,0.2356902356902357,32.49158249158249,3.2996632996632997
331362,Benedikt Pichler,Benedikt Pichler,27.0,1997,at AUT,FW,FW,Holstein Kiel,Bundesliga,right,189.0,1500000,2000000,2025-06-05,exact_name_birth_year,100,18.0,7.0,785.0,8.7,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.3,2.3,1.1,3.4,18.0,19.0,58.0,20.0,9.0,12.0,7.0,5.0,2.0,2.0,7.0,9.0,11.0,0.0,310.0,152.0,23.0,12.0,230.0,15.0,41.0,2.0,0.1149425287356322,0.2298850574712644,0.3448275862068966,0.1149425287356322,0.26436781609195403,0.26436781609195403,0.12643678160919541,0.39080459770114945,2.0689655172413794,2.1839080459770117,6.666666666666667,2.298850574712644,1.0344827586206897,1.3793103448275863,0.8045977011494253,0.574712643678161,0.2298850574712644,0.2298850574712644,0.8045977011494253,1.0344827586206897,1.264367816091954,35.63218390804598,17.471264367816094,2.6436781609195403,1.3793103448275863,26.436781609195403,1.7241379310344829
282672,Benito Ramírez,Benito Ramírez,29.0,1995,es ESP,"DF,FW",DF,Las Palmas,Liga,left,179.0,600000,700000,,exact_name_birth_year,100,19.0,2.0,478.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.3,0.3,0.9,1.2,14.0,16.0,62.0,10.0,1.0,13.0,8.0,10.0,5.0,1.0,11.0,13.0,14.0,1.0,406.0,211.0,10.0,6.0,251.0,32.0,4.0,7.0,0.0,0.0,0.0,0.0,0.05660377358490566,0.05660377358490566,0.169811320754717,0.22641509433962265,2.6415094339622645,3.018867924528302,11.69811320754717,1.8867924528301887,0.18867924528301888,2.452830188679245,1.509433962264151,1.8867924528301887,0.9433962264150944,0.18867924528301888,2.0754716981132075,2.452830188679245,2.6415094339622645,76.60377358490567,39.81132075471698,1.8867924528301887,1.1320754716981132,47.35849056603774,6.037735849056604
961022,Benja Domínguez,Benjamín Domínguez,20.0,2003,ar ARG,FW,FW,Bologna,Serie A,right,172.0,15000000,15000000,2025-06-17,fuzzy_name_birth_year,91,24.0,16.0,1281.0,14.2,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,2.2,2.2,0.8,3.1,50.0,32.0,123.0,30.0,17.0,10.0,13.0,18.0,7.0,4.0,22.0,17.0,7.0,0.0,555.0,396.0,45.0,33.0,420.0,62.0,2.0,14.0,0.21126760563380284,0.14084507042253522,0.35211267605633806,0.21126760563380284,0.15492957746478875,0.15492957746478875,0.05633802816901409,0.2183098591549296,3.5211267605633805,2.2535211267605635,8.661971830985916,2.1126760563380285,1.1971830985915493,0.7042253521126761,0.9154929577464789,1.267605633802817,0.49295774647887325,0.28169014084507044,1.5492957746478875,1.1971830985915493,0.49295774647887325,39.08450704225352,27.887323943661972,3.1690140845070425,2.323943661971831,29.577464788732396,4.366197183098592
